game_id,play_id,frame_id,defender_separation
2023090700,101,1,4.4732985592289705
2023090700,101,2,4.091320080365262
2023090700,101,3,3.7544640096823416
2023090700,101,4,3.4420052295137498
2023090700,101,5,3.181901946949337
2023090700,101,6,2.990401310861139
2023090700,101,7,2.804442903679801
2023090700,101,8,2.63007604452799
2023090700,101,9,2.47814446713665
2023090700,101,10,2.362308193271996
2023090700,101,11,2.271783440383348
2023090700,101,12,2.194766502386987
2023090700,101,13,2.1347599396653494
2023090700,101,14,2.0814658296498627
2023090700,101,15,2.0494145505485215
2023090700,101,16,2.0124611797498124
2023090700,101,17,1.9760819821049938
2023090700,101,18,1.9349935400408969
2023090700,101,19,1.9070395905696347
2023090700,101,20,1.8890473789717395
2023090700,101,21,1.839673884143599
2023090700,361,1,2.210701246211254
2023090700,361,2,2.2539742678211745
2023090700,361,3,2.296301373948982
2023090700,361,4,2.3527430798963156
2023090700,361,5,2.4016869071550473
2023090700,361,6,2.4424782496472686
2023090700,361,7,2.4836465126905574
2023090700,361,8,2.511433853399292
2023090700,361,9,2.538759539617722
2023090700,361,10,2.5103187048659805
2023090700,361,11,2.462722071204943
2023090700,361,12,2.426396505107936
2023090700,361,13,2.370021096952515
2023090700,361,14,2.2801973598791845
2023090700,361,15,2.1892921230388604
2023090700,361,16,2.0886598574205433
2023090700,436,1,2.7585684693333254
2023090700,436,2,2.69987036725839
2023090700,436,3,2.659323222175144
2023090700,436,4,2.636380093992514
2023090700,436,5,2.62488094968134
2023090700,436,6,2.6023258827441236
2023090700,436,7,2.574975728040949
2023090700,461,1,4.32134238402837
2023090700,461,2,4.787086796789881
2023090700,461,3,5.264256832640293
2023090700,461,4,5.728464017518134
2023090700,461,5,5.737752173107515
2023090700,461,6,5.358404613315422
2023090700,461,7,4.964121271685449
2023090700,461,8,4.532604108015613
2023090700,461,9,4.07505828179181
2023090700,461,10,3.6106786065779928
2023090700,530,1,3.341766000186132
2023090700,530,2,3.2426069758760527
2023090700,530,3,3.143564855383132
2023090700,530,4,3.028696089078599
2023090700,530,5,2.879236009777595
2023090700,530,6,2.7102951868754097
2023090700,530,7,2.5204959829366893
2023090700,530,8,2.3008042072284214
2023090700,621,1,1.4046351839534763
2023090700,621,2,1.3981773850266586
2023090700,621,3,1.4183441049336352
2023090700,621,4,1.4549914089093479
2023090700,621,5,1.5242703172337893
2023090700,621,6,1.5987807854737286
2023090700,621,7,1.6787197502859137
2023090700,736,1,2.0646065000382046
2023090700,736,2,2.061965082148573
2023090700,736,3,2.053606583550022
2023090700,736,4,2.042841158778631
2023090700,736,5,2.048340791958208
2023090700,736,6,2.0576685836159303
2023090700,736,7,2.088923167567448
2023090700,736,8,2.142451866437145
2023090700,736,9,2.2182200071228295
2023090700,736,10,2.3127689032845478
2023090700,736,11,2.4161539686038265
2023090700,736,12,2.5167637950352018
2023090700,736,13,2.6076809620810493
2023090700,736,14,2.6730132809247316
2023090700,736,15,2.6879360111431216
2023090700,877,1,5.417933185265399
2023090700,877,2,5.583189052862159
2023090700,877,3,5.751043383595709
2023090700,877,4,5.92030404624627
2023090700,877,5,6.052313607208411
2023090700,877,6,6.154055573359727
2023090700,877,7,6.233434045532204
2023090700,877,8,6.263649096173887
2023090700,877,9,6.252615452752555
2023090700,877,10,6.2118676740574506
2023090700,902,1,3.446461953946398
2023090700,902,2,3.2060099812695655
2023090700,902,3,2.9129538273031392
2023090700,902,4,2.6027101260032848
2023090700,902,5,2.286000874890481
2023090700,902,6,1.9515122341404896
2023090700,902,7,1.5882380174268642
2023090700,1001,1,7.32461603089199
2023090700,1001,2,7.481797912266813
2023090700,1001,3,7.552383729657809
2023090700,1001,4,7.553840083030619
2023090700,1001,5,7.483488491338783
2023090700,1001,6,7.339679829529353
2023090700,1001,7,7.168402890463115
2023090700,1001,8,6.918446357384006
2023090700,1001,9,6.229285673333657
2023090700,1001,10,5.500709045204986
2023090700,1001,11,4.748989366170441
2023090700,1001,12,3.9892355157348094
2023090700,1154,1,10.441934686637333
2023090700,1154,2,9.822097535659074
2023090700,1154,3,9.208610101421389
2023090700,1154,4,8.614598075360222
2023090700,1154,5,8.021782844231073
2023090700,1154,6,7.425927551491471
2023090700,1154,7,6.83114192503713
2023090700,1154,8,6.2201286160335965
2023090700,1154,9,5.604221623026709
2023090700,1154,10,4.973620411732279
2023090700,1154,11,4.301534609880513
2023090700,1154,12,3.631115531073068
2023090700,1494,1,0.9160785992478941
2023090700,1494,2,0.9700515450222179
2023090700,1494,3,1.0323274674249323
2023090700,1494,4,1.0963576058932603
2023090700,1494,5,1.1761377470347587
2023090700,1494,6,1.244025723206716
2023090700,1494,7,1.2706297651165026
2023090700,1494,8,1.2758134659894451
2023090700,1494,9,1.273184982632132
2023090700,1494,10,1.2317467272130307
2023090700,1494,11,1.1650321883965276
2023090700,1494,12,1.0900000000000079
2023090700,1563,1,3.0633968074671616
2023090700,1563,2,3.142260332945061
2023090700,1563,3,3.1834729463276434
2023090700,1563,4,3.1997656164163018
2023090700,1563,5,3.1997656164163018
2023090700,1563,6,3.184791986927875
2023090700,1563,7,3.153299858877996
2023090700,1588,1,0.9476286192385681
2023090700,1588,2,0.9060353193998539
2023090700,1588,3,0.8988882021697757
2023090700,1588,4,0.9170605214488285
2023090700,1588,5,0.9442986815621419
2023090700,1588,6,0.9916148445843308
2023090700,1588,7,1.0440306508910586
2023090700,1588,8,1.094440496326774
2023090700,1588,9,1.151694403911038
2023090700,1588,10,1.2090492132250084
2023090700,1588,11,1.2701574705523715
2023090700,1588,12,1.3130879635424304
2023090700,1588,13,1.3605881081355986
2023090700,1588,14,1.3865424623862024
2023090700,1588,15,1.4089002803605397
2023090700,1588,16,1.397891269019163
2023090700,1588,17,1.3729530217746029
2023090700,1588,18,1.3220060514233634
2023090700,1588,19,1.2822246293064223
2023090700,1588,20,1.2108261642366396
2023090700,1588,21,1.1537764081484834
2023090700,1588,22,1.1292475370794401
2023090700,1588,23,1.1180339887498885
2023090700,1618,1,4.936598018878994
2023090700,1618,2,4.696594510919588
2023090700,1618,3,4.4651203791163345
2023090700,1618,4,4.24444342641058
2023090700,1618,5,4.0164661084092295
2023090700,1618,6,3.775725095925285
2023090700,1618,7,3.524102722679912
2023090700,1679,1,4.851360633884065
2023090700,1679,2,5.5133746471648415
2023090700,1679,3,6.170453792064249
2023090700,1679,4,6.384011278185528
2023090700,1679,5,6.156143273186555
2023090700,1679,6,5.904515221421656
2023090700,1679,7,5.633364891430342
2023090700,1679,8,5.338164478545038
2023090700,1679,9,5.021085540000294
2023090700,1679,10,4.687771325480796
2023090700,1679,11,4.346331786690935
2023090700,1679,12,3.996711147931505
2023090700,1679,13,3.663945960300181
2023090700,1679,14,3.339461034358692
2023090700,1679,15,3.0180788591420202
2023090700,1679,16,2.6923595599399412
2023090700,1679,17,2.3663051367057486
2023090700,1679,18,2.0321663317750356
2023090700,1711,1,4.031786204649251
2023090700,1711,2,4.450011235940874
2023090700,1711,3,4.881731250284059
2023090700,1711,4,5.3173771730055055
2023090700,1711,5,5.729310604252495
2023090700,1711,6,6.14772315577076
2023090700,1711,7,6.530926427391445
2023090700,1711,8,6.876837936144781
2023090700,1711,9,7.201388754955535
2023090700,1711,10,7.492462879454251
2023090700,1711,11,7.74618615836206
2023090700,1711,12,7.935319779315759
2023090700,1711,13,8.07813097195137
2023090700,1711,14,8.185450506844454
2023090700,1711,15,7.995261096424556
2023090700,1711,16,7.72338008905427
2023090700,1711,17,7.418382573041104
2023090700,1711,18,7.05594784561224
2023090700,1711,19,6.6554113321416875
2023090700,1869,1,3.7391576591526596
2023090700,1869,2,3.717324306540922
2023090700,1869,3,3.7290749523172617
2023090700,1869,4,3.722002149381424
2023090700,1869,5,3.734836007109278
2023090700,1869,6,3.737512541784973
2023090700,1869,7,3.7282837874818555
2023090700,1940,1,4.544403151129976
2023090700,1940,2,4.830165628630153
2023090700,1940,3,5.1587304639804605
2023090700,1940,4,5.519510847892224
2023090700,1940,5,5.905929224093349
2023090700,1940,6,6.328704448779395
2023090700,1940,7,6.77910023528197
2023090700,1940,8,6.522307873751433
2023090700,1940,9,6.12133972264242
2023090700,1940,10,5.692451141643637
2023090700,1940,11,5.221618523025216
2023090700,1940,12,4.716990566028309
2023090700,1940,13,4.195867014098511
2023090700,1940,14,3.6563643144522744
2023090700,2186,1,3.6540662281901732
2023090700,2186,2,3.294798931649693
2023090700,2186,3,2.969326522967794
2023090700,2186,4,2.628859068113012
2023090700,2186,5,2.2896287908741892
2023090700,2186,6,1.9428072472584625
2023090700,2186,7,1.575087299167888
2023090700,2306,1,5.617775360407356
2023090700,2306,2,5.336440761406425
2023090700,2306,3,5.023116562454031
2023090700,2306,4,4.651881339845202
2023090700,2306,5,4.231229135842211
2023090700,2306,6,3.7932571755682445
2023090700,2306,7,3.295284509719915
2023090700,2306,8,2.7828043409481773
2023090700,2306,9,2.2655021518418343
2023090700,2306,10,1.7575551200460193
2023090700,2364,1,1.4140014144264508
2023090700,2364,2,1.4143903280212322
2023090700,2364,3,1.4199295757184582
2023090700,2364,4,1.4179210133149174
2023090700,2364,5,1.4159802258506307
2023090700,2364,6,1.3944532978913249
2023090700,2364,7,1.3631214179228495
2023090700,2487,1,2.030270917882641
2023090700,2487,2,2.020717694285866
2023090700,2487,3,2.027140843651473
2023090700,2487,4,2.011566553708825
2023090700,2487,5,2.0086064821163903
2023090700,2487,6,1.9961212388028935
2023090700,2487,7,1.964510117052083
2023090700,2487,8,1.9292485583770687
2023090700,2487,9,1.8752333188166235
2023090700,2487,10,1.8122085972646782
2023090700,2487,11,1.7381887124245128
2023090700,2487,12,1.6439586369492427
2023090700,2487,13,1.533949151699625
2023090700,2487,14,1.4183441049336352
2023090700,2487,15,1.318218494787571
2023090700,2487,16,1.2316655390161717
2023090700,2487,17,1.1851160280748814
2023090700,2487,18,1.1798728745080962
2023090700,2487,19,1.2403628501370112
2023090700,2487,20,1.3629746879527875
2023090700,2510,1,7.041193080721477
2023090700,2510,2,6.69928354378287
2023090700,2510,3,6.204852939433775
2023090700,2510,4,5.704804992285014
2023090700,2510,5,5.183020354966787
2023090700,2510,6,4.658422479767157
2023090700,2510,7,4.102645487974801
2023090700,2510,8,3.5417086272024143
2023090700,2613,1,1.415485782337639
2023090700,2613,2,1.5495160534825143
2023090700,2613,3,1.6857639217873939
2023090700,2613,4,1.8062391868188403
2023090700,2613,5,1.910628168953866
2023090700,2613,6,2.000024999843747
2023090700,2613,7,2.053509191603489
2023090700,2613,8,2.070869382650671
2023090700,2613,9,2.040098036859993
2023090700,2613,10,1.9812369873389744
2023090700,2613,11,1.8738463117342365
2023090700,2613,12,1.7256882684888357
2023090700,2936,1,1.9387109119205983
2023090700,2936,2,1.9535864454894212
2023090700,2936,3,1.9525624189766535
2023090700,2936,4,1.9391235133430798
2023090700,2936,5,1.9101047091717316
2023090700,2936,6,1.8640010729610632
2023090700,2959,1,4.95452318593828
2023090700,2959,2,4.750789408087889
2023090700,2959,3,4.623948529125299
2023090700,2959,4,4.591230771808364
2023090700,2959,5,4.669047011971501
2023090700,2959,6,4.780261499123245
2023090700,3032,1,2.513105648396018
2023090700,3032,2,2.1303755537463247
2023090700,3032,3,1.7828067758453254
2023090700,3032,4,1.4301398533010747
