game_id,play_id,nfl_id,player_name,player_position,route_embed_1,route_embed_2,route_embed_3,route_embed_4,route_embed_5,route_embed_6,route_embed_7,route_embed_8,route_embed_9,route_embed_10,route_embed_11,route_embed_12,route_embed_13,route_embed_14,route_embed_15,pass_result,route_label,yards_gained,expected_points_added,route_cluster,pass_result_num
2023090700,101,44930,Josh Reynolds,WR,11.773585605840703,11.399999999999999,1.9700000000000006,52.43,14.14,7.9,4.611153846153846,2.9361107975321055,5.56,2.975769230769231,2,26,2.5,2.1999999999999993,0.9826201784006593,I,CORNER,0,-2.14544250350446,5,1
2023090700,361,38696,Marvin Jones,WR,17.88817952495134,13.54,10.43,34.19,48.33,6.78,3.500980392156863,2.3588380655754735,5.71,2.765490196078432,1,51,5.0,10.450000000000003,0.9554586563863693,C,HITCH,5,-0.862062418367714,3,0
2023090700,436,53541,Amon-Ra St. Brown,WR,4.892000630561054,4.210000000000001,1.8799999999999955,33.67,37.8,4.43,2.5119999999999996,1.6665583824472707,6.25,3.4915,2,20,1.9000000000000001,2.049999999999997,0.9424966264541078,C,SLANT,13,1.61392725538462,4,0
2023090700,461,44930,Josh Reynolds,WR,9.427876481346548,8.950000000000003,2.539999999999999,51.82,13.98,6.89,4.187391304347826,2.6785956588401527,6.49,3.6491304347826095,1,23,2.2,2.619999999999999,0.9868018123358856,C,POST,21,1.34563262574375,5,0
2023090700,530,53541,Amon-Ra St. Brown,WR,4.8049470859013566,4.189999999999998,2.0700000000000003,89.25,17.22,4.14,2.4345000000000003,1.7043426731055058,4.08,2.512,2,20,1.9000000000000001,2.0700000000000003,0.9726299756412266,C,OUT,5,0.0313836394343525,10,0
2023090700,621,53541,Amon-Ra St. Brown,WR,12.543641792338741,3.799999999999997,11.520000000000003,102.95,24.43,8.29,4.401379310344828,3.011604608057129,4.26,2.3506896551724132,1,29,2.8000000000000003,11.520000000000003,0.967068149714178,C,CROSS,9,2.85003123304341,3,0
2023090700,736,46213,Justin Watson,WR,13.878055346615687,11.810000000000002,0.8799999999999955,46.650000000000006,19.879999999999995,7.84,4.566774193548387,2.7117723443002784,6.12,3.7325806451612906,0,31,3.0,3.6499999999999986,0.8533429285690753,C,CORNER,19,2.71753888227977,5,0
2023090700,877,46243,Marquez Valdes-Scantling,WR,16.686312445308143,16.310000000000002,2.879999999999999,86.29,15.02,8.1,4.885588235294117,2.770473311686378,7.61,3.438529411764706,2,34,3.3000000000000003,2.879999999999999,0.9925693140074485,C,HITCH,14,1.14013414364308,5,0
2023090700,902,55920,Rashee Rice,WR,7.225112786739768,5.480000000000004,4.480000000000004,88.84,29.36,3.76,2.2375,1.4194274174991786,4.19,1.9565625000000004,1,32,3.1,4.490000000000002,0.9796652410047104,I,HITCH,0,-0.407669868902303,10,1
2023090700,1001,55920,Rashee Rice,WR,11.56426314601078,10.079999999999998,4.890000000000004,117.57,34.84,4.86,3.0242105263157892,1.4170804237776238,3.98,2.2199999999999998,2,38,3.7,4.890000000000004,0.9688039587763093,C,HITCH,1,1.19511245097965,1,0
2023090700,1154,53541,Amon-Ra St. Brown,WR,18.221714478581227,15.709999999999994,7.820000000000004,64.00999999999999,28.56,8.2,5.581212121212121,2.7233019452217344,5.3,2.993636363636363,1,33,3.2,7.820000000000004,0.9630646682770336,C,CROSS,21,1.89637397334445,0,0
2023090700,1494,38696,Marvin Jones,WR,13.290954489846403,11.900000000000006,5.450000000000003,66.87,37.459999999999994,6.69,4.492333333333333,2.18934517581184,4.16,2.5736666666666665,0,30,2.9000000000000004,5.490000000000002,0.9847780400352337,I,IN,0,-0.647368222824298,1,1
2023090700,1563,55920,Rashee Rice,WR,18.847440088211037,8.119999999999997,14.370000000000001,35.23,17.4,8.01,4.214444444444444,2.3453217995478455,5.82,3.0335555555555556,0,45,4.4,14.370000000000001,0.875741901701275,C,HITCH,25,1.02157063188497,7,0
2023090700,1588,46309,Richie James,WR,16.412176203633127,16.35000000000001,0.1700000000000017,67.76,38.8,8.82,5.562333333333333,3.1778735932558178,5.65,2.622,1,30,2.9000000000000004,0.6400000000000006,0.9962654291113554,I,POST,0,-0.324034651275724,9,1
2023090700,1618,55920,Rashee Rice,WR,4.355914891613446,4.020000000000003,0.25,55.85,37.48,3.67,2.0204545454545455,1.3199079234578928,5.19,2.7172727272727273,1,22,2.1,0.6500000000000057,0.9246659382638818,C,IN,3,-0.258355481317267,10,0
2023090700,1679,46243,Marquez Valdes-Scantling,WR,17.95303842970768,17.919999999999995,0.129999999999999,62.91,20.46,9.29,5.88032258064516,3.2632524510279284,6.14,2.4025806451612906,1,31,3.0,0.5399999999999991,0.998185995319933,C,GO,34,2.95163134561153,0,0
2023090700,1711,46213,Justin Watson,WR,12.829869984768647,12.379999999999995,1.7999999999999972,91.35,42.43,7.94,5.003846153846154,2.6811610573377753,4.37,2.746153846153846,0,26,2.5,2.279999999999994,0.9750817331883559,C,CORNER,26,2.34294713230338,9,0
2023090700,1869,44930,Josh Reynolds,WR,8.141144563998518,7.760000000000005,0.8800000000000026,49.540000000000006,18.659999999999997,5.36,2.9274999999999998,1.7681641975873255,4.94,3.0532142857142857,1,28,2.7,0.9799999999999969,0.959292326797641,C,HITCH,8,0.0911143853445537,8,0
2023090700,1940,38696,Marvin Jones,WR,17.106444628981965,15.760000000000005,2.8999999999999986,65.12,14.82,7.36,4.44051282051282,2.8219617557910137,4.94,2.524871794871795,0,39,3.8000000000000003,3.6499999999999986,0.9367576925623581,I,OUT,0,-0.0819641283596866,0,1
2023090700,2186,38696,Marvin Jones,WR,3.146615355441441,2.990000000000009,0.5399999999999991,18.790000000000006,16.33,3.62,2.038125,1.5085101645884484,4.63,2.8525,1,16,1.5,0.6899999999999977,0.9655998369692336,I,HITCH,0,-0.681459367275238,10,1
2023090700,2306,53449,Kadarius Toney,WR,12.99728809070266,11.5,5.600000000000001,63.1,27.82,7.36,5.078846153846154,2.565786159325172,5.11,3.1430769230769235,0,26,2.5,5.600000000000001,0.9841293337837889,I,CROSS,0,-0.51318862196058,9,1
2023090700,2364,53449,Kadarius Toney,WR,10.919652662791838,2.3599999999999994,10.64,57.74,29.14,8.18,4.446000000000001,3.0654363474063526,5.71,2.542,1,25,2.4000000000000004,10.64,0.9980708545357214,IN,CROSS,0,-8.47668955102563,3,2
2023090700,2487,46213,Justin Watson,WR,29.290170151065595,28.92,1.75,72.26,18.22,9.64,6.701590909090908,3.3759918047829958,5.26,2.3693181818181817,1,44,4.3,2.1899999999999977,0.9891680129114974,I,POST,0,-0.600140603259206,0,1
2023090700,2510,46309,Richie James,WR,4.671043720388523,4.43,1.4699999999999989,47.78,16.5,4.78,2.800588235294118,1.7405475811804,4.22,2.5688235294117647,0,17,1.6,1.4699999999999989,0.9992469329632839,C,HITCH,6,-0.0363277362193912,10,0
2023090700,2613,53541,Amon-Ra St. Brown,WR,14.873192362930963,14.61999999999999,0.9399999999999977,45.66,35.69,6.94,4.295142857142857,2.2235654614480183,4.59,2.2085714285714286,1,35,3.4000000000000004,0.9799999999999969,0.9850062686354556,C,IN,18,1.44721733918414,9,0
2023090700,2936,54519,Skyy Moore,WR,3.5009085531623882,3.280000000000001,0.8500000000000014,95.74,35.03,4.25,2.0066666666666664,1.5861125247524117,4.32,2.4872222222222224,2,18,1.7000000000000002,0.8599999999999994,0.9678480967051967,I,SLANT,0,-0.601219689589925,10,1
2023090700,2959,53449,Kadarius Toney,WR,8.910622352467737,5.890000000000001,5.800000000000001,97.21,30.02,7.13,3.9813043478260868,2.52912723779968,5.44,3.9421739130434776,0,23,2.2,5.809999999999999,0.9276931418000809,I,CROSS,0,-1.50052659248468,4,1
2023090700,3032,53541,Amon-Ra St. Brown,WR,6.5228001853773465,5.22999999999999,3.5799999999999983,39.269999999999996,11.589999999999996,5.77,3.354,2.303894643058964,5.78,3.593,0,20,1.9000000000000001,3.5799999999999983,0.9716571637942516,I,OUT,0,-0.63710896903649,8,1
2023090700,3089,43584,Kalif Raymond,WR,14.62627611577607,13.780000000000001,2.6000000000000014,35.41,17.689999999999998,7.35,5.112758620689656,2.629722821558691,6.34,3.550344827586206,0,29,2.8000000000000003,2.8900000000000006,0.9587633866314581,C,POST,20,1.63580461591482,5,0
2023090700,3114,53541,Amon-Ra St. Brown,WR,14.495680237560833,2.960000000000008,13.829999999999998,43.59,20.259999999999998,6.51,4.592499999999999,2.2231973487778594,3.7,2.0059375,0,32,3.1,13.829999999999998,0.9756847342573294,I,CROSS,0,-1.88510378450155,3,1
2023090700,3461,44930,Josh Reynolds,WR,16.297515914351123,15.86,3.3599999999999994,47.08,40.04,7.95,5.291935483870968,2.7545821453895556,5.6,2.764193548387097,1,31,3.0,3.469999999999999,0.9947533096812861,C,IN,18,2.9458472840488,9,0
2023090700,3566,44930,Josh Reynolds,WR,18.168014256666257,17.359999999999992,2.2699999999999996,79.38,18.69,8.04,4.768684210526316,2.801081037503712,6.56,2.924473684210527,1,38,3.7,2.8999999999999986,0.9636597448566844,C,HITCH,33,2.12227008841,0,0
2023090700,3674,54885,Justyn Ross,WR,4.3063952404896755,4.199999999999989,0.9100000000000037,38.31999999999999,44.5,5.52,2.7824999999999998,2.2705491259458213,5.86,2.9731249999999996,0,16,1.5,0.9200000000000017,0.9979234357037704,C,HITCH,6,-0.0808297439943999,4,0
2023090700,3912,53449,Kadarius Toney,WR,22.318715126571348,17.97999999999999,10.750000000000004,70.41,24.499999999999996,7.82,5.941315789473684,2.5735863829595393,5.98,3.042368421052631,0,38,3.7,10.750000000000004,0.9386103724402926,I,CROSS,0,-0.341856907121837,0,1
2023090700,3971,54519,Skyy Moore,WR,11.100488948796507,8.86,6.150000000000002,51.81999999999999,26.179999999999996,6.7,3.989285714285714,2.4269076934199516,6.06,3.4214285714285713,0,28,2.7,6.150000000000002,0.9716033604773062,I,HITCH,0,-0.6549717921298,5,1
2023090700,3994,55920,Rashee Rice,WR,15.38657872953615,13.509999999999998,7.050000000000001,57.37,25.56,7.06,4.704848484848484,2.2143256891378367,4.81,2.3803030303030304,1,33,3.2,7.050000000000001,0.9903989659195935,I,CROSS,0,-1.21716773672961,3,1
2023090700,4041,46213,Justin Watson,WR,35.92280986638064,27.599999999999994,3.3399999999999963,66.33,10.719999999999999,7.89,5.385820895522388,2.5513146636371795,7.89,3.5520895522388063,2,67,6.6000000000000005,10.009999999999998,0.7739194061486376,I,CORNER,0,-2.79222168284468,6,1
2023091000,185,53488,Terrace Marshall Jr.,WR,9.778637460847971,9.370000000000005,2.650000000000002,62.7,22.06,6.46,4.32,2.1957603777196715,5.5,3.0039130434782617,0,23,2.2,2.650000000000002,0.9957957222538529,C,IN,12,0.979371952824295,8,0
2023091000,927,54473,Drake London,WR,4.5924394912478705,4.310000000000002,1.5600000000000023,28.72,32.86,4.32,2.5894444444444447,1.5321936301464767,3.48,2.173333333333334,0,18,1.7000000000000002,1.5600000000000023,0.9980825960302896,I,HITCH,0,-0.661026147659868,10,1
2023091000,1046,44931,Mack Hollins,WR,5.293888272542477,5.1499999999999915,1.019999999999996,29.849999999999994,10.959999999999994,5.4,3.188235294117647,2.095239351763056,5.36,3.2658823529411762,0,17,1.6,1.019999999999996,0.9917168298261904,C,SLANT,9,-0.254713372793049,8,0
2023091000,1240,53488,Terrace Marshall Jr.,WR,12.045021475351726,6.280000000000001,9.46,60.69,34.75,7.29,3.8218750000000004,2.2050461739002785,3.84,2.253125,2,32,3.1,9.46,0.9426911125486249,C,SLANT,11,0.933441879344173,3,0
2023091000,1300,40488,Adam Thielen,WR,5.328352172531343,4.730000000000004,0.36999999999999744,68.7,35.93,4.0,2.3834782608695657,1.4325394130565743,5.61,2.8317391304347823,0,23,2.2,1.2399999999999949,0.8904158799702702,C,IN,3,-0.250358112971298,10,0
2023091000,1325,55904,Jonathan Mingo,WR,9.36186362450221,7.320000000000007,5.649999999999999,74.76,43.72,6.32,3.5159259259259263,2.3483369881017095,3.55,2.214444444444444,2,27,2.6,5.649999999999999,0.9877185070406892,C,OUT,9,1.97889166313689,1,0
2023091000,1599,44931,Mack Hollins,WR,11.8691273622969,11.769999999999996,1.2199999999999989,43.64,31.47,6.92,4.085172413793104,2.3503793321347315,6.82,3.363448275862069,0,29,2.8000000000000003,1.2899999999999991,0.9969612137482075,C,HITCH,11,-0.0380583186633885,9,0
2023091000,1697,53488,Terrace Marshall Jr.,WR,8.977060148022279,6.269999999999996,5.939999999999998,32.23,50.12,7.4,3.80875,2.653233158931226,4.93,3.1966666666666668,2,24,2.3000000000000003,5.939999999999998,0.9621108017842976,I,GO,0,-0.29715991509147,4,1
2023091000,1720,55904,Jonathan Mingo,WR,10.356969630240869,9.639999999999997,3.6399999999999997,34.83,5.79,7.23,3.8814814814814818,2.813509584546707,4.4,2.515185185185185,0,27,2.6,3.6399999999999997,0.9949173894650666,I,HITCH,0,-0.397923685377464,5,1
2023091000,1743,55904,Jonathan Mingo,WR,13.13777163406807,12.510000000000002,3.7799999999999994,37.81,17.65,7.1,4.292258064516128,2.6318570245834905,4.03,2.2,1,31,3.0,3.7799999999999994,0.9947354686856286,I,IN,0,-0.813424090854824,1,1
2023091000,2101,55904,Jonathan Mingo,WR,10.540521910964744,10.319999999999993,2.019999999999996,85.50999999999999,15.57,6.62,4.101538461538461,2.3753697687858075,5.71,2.930769230769231,1,26,2.5,2.019999999999996,0.9976579686004418,C,HITCH,8,-0.475992974359542,5,0
