game_id,play_id,nfl_id,player_name,player_position,route_cluster,route_label,pass_result,yards_gained,route_deviation,RouteExecIQ,ConvergenceIQ_WR,num_frames,air_yards,AirPlayIQ_WR
2023090700,101,44930,Josh Reynolds,WR,0,CORNER,I,0,3.1619530185390143,0.4149541262192789,0.48060928839954353,20.0,22,0.44778170730941125
2023090700,194,41325,Jerick McKinnon,RB,1,ANGLE,C,10,1.8763735417344827,1.3484712271988184,-0.7438716348630413,8.0,6,0.30229979616788855
2023090700,219,53591,Noah Gray,TE,6,HITCH,C,5,2.8781453533357766,-0.0774497824666014,-0.8753287961367522,7.0,4,-0.4763892893016768
2023090700,361,38696,Marvin Jones,WR,3,HITCH,C,5,7.730549983813335,0.3657489275076213,0.8160710763283819,15.0,5,0.5909100019180016
2023090700,436,53541,Amon-Ra St. Brown,WR,6,SLANT,C,13,2.6412705189713637,0.0904914302135944,0.5902824792842419,6.0,6,0.34038695474891817
2023090700,461,44930,Josh Reynolds,WR,0,POST,C,21,1.7982925149090143,1.185833679336757,0.4681064113665763,9.0,13,0.8269700453516666
2023090700,530,53541,Amon-Ra St. Brown,WR,5,OUT,C,5,2.8374531941077237,0.16393900287805083,-0.17006339966045284,7.0,4,-0.0030621983912010042
2023090700,621,53541,Amon-Ra St. Brown,WR,4,CROSS,C,9,1.756764214928685,1.2478007519720467,0.4803855105233262,6.0,3,0.8640931312476864
2023090700,713,53591,Noah Gray,TE,10,OUT,I,0,2.946532959070525,0.19310178489256433,0.18296991862584702,7.0,4,0.18803585175920567
2023090700,736,46213,Justin Watson,WR,0,CORNER,C,19,4.686083082347648,-0.4466391364396668,-1.2423102429478423,14.0,18,-0.8444746896937545
2023090700,877,46243,Marquez Valdes-Scantling,WR,7,HITCH,C,14,3.1994911611257932,0.6847809111186195,0.8406661277427305,9.0,13,0.762723519430675
2023090700,902,55920,Rashee Rice,WR,10,HITCH,I,0,3.9514071023898896,-0.3814011452874805,0.03145291559394423,6.0,4,-0.17497411484676811
2023090700,1001,55920,Rashee Rice,WR,1,HITCH,C,1,6.4172487287238384,-0.8037249552024373,-0.2214679225720352,11.0,1,-0.5125964388872363
2023090700,1069,53959,Brock Wright,TE,6,IN,C,9,2.836099999233223,-0.04764016687574445,-0.10490403963581033,5.0,5,-0.07627210325577738
2023090700,1154,53541,Amon-Ra St. Brown,WR,7,CROSS,C,21,3.7187302642850963,0.4881740815303744,0.10501637773071962,11.0,21,0.296595229630547
2023090700,1201,55899,Sam LaPorta,TE,6,SLANT,C,14,4.767644435674954,-1.417080343465664,0.7857094919123266,6.0,2,-0.3156854257766687
2023090700,1300,55876,Jahmyr Gibbs,RB,5,FLAT,C,10,3.610605807694561,-0.35229168404991446,,,-1,
2023090700,1422,53591,Noah Gray,TE,0,CORNER,I,0,2.23895614799982,0.936725793871201,0.9509457756998191,21.0,23,0.9438357847855101
2023090700,1494,38696,Marvin Jones,WR,11,IN,I,0,3.591497184486653,0.19393629721017297,-0.004868887130062595,11.0,24,0.09453370504005519
2023090700,1563,55920,Rashee Rice,WR,2,HITCH,C,25,6.103802496364343,0.4481549600898951,-0.013293659077316037,6.0,10,0.2174306505062895
2023090700,1588,46309,Richie James,WR,7,POST,I,0,5.047997580772277,-0.015145162300995305,0.42731567030132406,22.0,38,0.20608525400016436
2023090700,1618,55920,Rashee Rice,WR,10,IN,C,3,1.864240524062253,0.8118660145801191,0.5928777340250179,6.0,3,0.7023718743025684
2023090700,1679,46243,Marquez Valdes-Scantling,WR,7,GO,C,34,4.714008811994448,0.11131771876469446,0.09431432816046334,17.0,33,0.1028160234625789
2023090700,1711,46213,Justin Watson,WR,11,CORNER,C,26,3.4505977958095184,0.275256082346511,-0.26474581139605097,18.0,23,0.005255135475230016
2023090700,1741,42460,Blake Bell,TE,5,HITCH,C,4,2.7718735919767603,0.20772622219491022,-0.4739265797406882,6.0,4,-0.133100178772889
2023090700,1812,55899,Sam LaPorta,TE,6,IN,C,5,2.212572159561058,0.3944330563747632,0.5359985057767326,6.0,5,0.4652157810757479
2023090700,1837,55899,Sam LaPorta,TE,4,CROSS,C,4,2.3128711042704437,0.9848707940247817,0.12706049285563933,6.0,3,0.5559656434402105
2023090700,1869,44930,Josh Reynolds,WR,6,HITCH,C,8,3.613754867355332,-0.5989874720865911,0.1636533432974275,6.0,6,-0.21766706439458178
2023090700,1940,38696,Marvin Jones,WR,7,OUT,I,0,2.927993801802955,0.7875817878886175,-0.15155132074904923,13.0,18,0.3180152335697842
2023090700,2118,42460,Blake Bell,TE,11,IN,I,0,2.989094390835926,0.5416117996032976,0.14948887732641425,7.0,9,0.34555033846485594
2023090700,2141,53591,Noah Gray,TE,4,CROSS,C,2,3.9695597876746653,0.2015805773278163,-0.17395523709197566,7.0,2,0.013812670117920325
2023090700,2186,38696,Marvin Jones,WR,6,HITCH,I,0,4.783306415751287,-1.428184486014408,-2.294267257276962,6.0,4,-1.861225871645685
2023090700,2261,55899,Sam LaPorta,TE,4,CROSS,C,4,4.292818141427484,0.04874250431107106,0.07012881827618568,7.0,3,0.05943566129362837
2023090700,2306,53449,Kadarius Toney,WR,11,CROSS,I,0,3.4247075810400927,0.2901985652199304,-1.2291086671940241,9.0,16,-0.4694550509870469
2023090700,2364,53449,Kadarius Toney,WR,4,CROSS,IN,0,2.936651934779325,0.6899442777787002,1.0084459952382216,6.0,4,0.8491951365084609
2023090700,2435,54716,Isiah Pacheco,RB,4,FLAT,C,7,10.34729064773047,-2.813840628509645,,,-6,
2023090700,2487,46213,Justin Watson,WR,7,POST,I,0,16.206174755892935,-4.240123260129928,0.557696190217063,19.0,36,-1.8412135349564325
2023090700,2510,46309,Richie James,WR,6,HITCH,C,6,2.202537925559563,0.4015471992977526,-0.7013375246111027,7.0,5,-0.14989516265667502
2023090700,2613,53541,Amon-Ra St. Brown,WR,11,IN,C,18,6.348811511845161,-1.3974418539608118,0.41286125867253914,11.0,18,-0.49229029764413634
2023090700,2638,55899,Sam LaPorta,TE,4,CROSS,C,12,5.209659246705604,-0.3847442908991783,-0.37076102611139145,7.0,7,-0.37775265850528483
2023090700,2825,54716,Isiah Pacheco,RB,9,FLAT,C,9,7.2962940762714235,-1.0987153833571117,,,-2,
2023090700,2906,42460,Blake Bell,TE,2,CROSS,C,8,11.480543900219772,-0.8033400586051559,,,0,
2023090700,2936,54519,Skyy Moore,WR,5,SLANT,I,0,4.476708126112195,-0.9305844905792698,0.277676364841431,5.0,5,-0.3264540628689194
2023090700,2959,53449,Kadarius Toney,WR,11,CROSS,I,0,5.396551678605722,-0.8478470987242122,-0.9790444594396321,5.0,5,-0.9134457790819221
2023090700,3032,53541,Amon-Ra St. Brown,WR,6,OUT,I,0,1.3161325196040041,1.0299972379094633,-0.09812017449467095,8.0,4,0.4659385317073962
2023090700,3089,43584,Kalif Raymond,WR,0,POST,C,20,5.856544461965447,-1.1083029030877412,0.46333626850145243,10.0,17,-0.3224833172931444
2023090700,3114,53541,Amon-Ra St. Brown,WR,4,CROSS,I,0,4.278544387776053,0.055491202302859484,-1.49874404439168,7.0,5,-0.7216264210444102
2023090700,3185,53591,Noah Gray,TE,1,CROSS,C,24,2.5306443489290746,1.0383726062247445,0.4444549517598359,6.0,3,0.7414137789922902
2023090700,3233,52440,Clyde Edwards-Helaire,RB,1,FLAT,C,7,2.0882824657955443,1.2480347345403726,,,0,
2023090700,3324,41325,Jerick McKinnon,RB,3,FLAT,I,0,12.535224673163066,-0.5282108328499668,,,-1,
2023090700,3461,44930,Josh Reynolds,WR,7,IN,C,18,3.030174359166476,0.7488917213921461,0.06621495081272276,12.0,18,0.40755333610243444
2023090700,3486,53959,Brock Wright,TE,9,FLAT,C,8,4.661272322556624,0.13080592474282246,-0.15749383144754317,5.0,1,-0.013343953352360355
